,Survey wave (calendar quarter),Equivalent financial quarter,Site ID,Location,Survey date,Weather,Time,Period,Direction,Start hour,Start minute,Number of private cycles,Number of cycle hire bikes,Total cycles,date
3106,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,14:30:00,Inter-peak (10:00-16:00),Northbound,14,30,6,0,6,2020-03-03 14:30:00
3107,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,14:45:00,Inter-peak (10:00-16:00),Northbound,14,45,12,0,12,2020-03-03 14:45:00
3108,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,15:00:00,Inter-peak (10:00-16:00),Northbound,15,0,14,1,15,2020-03-03 15:00:00
3109,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,15:15:00,Inter-peak (10:00-16:00),Northbound,15,15,9,1,10,2020-03-03 15:15:00
3110,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,15:30:00,Inter-peak (10:00-16:00),Northbound,15,30,9,0,9,2020-03-03 15:30:00
3111,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,15:45:00,Inter-peak (10:00-16:00),Northbound,15,45,11,1,12,2020-03-03 15:45:00
3112,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,16:00:00,PM peak (16:00-19:00),Northbound,16,0,14,0,14,2020-03-03 16:00:00
3113,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,16:15:00,PM peak (16:00-19:00),Northbound,16,15,10,2,12,2020-03-03 16:15:00
3114,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,16:30:00,PM peak (16:00-19:00),Northbound,16,30,10,0,10,2020-03-03 16:30:00
3115,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,16:45:00,PM peak (16:00-19:00),Northbound,16,45,12,3,15,2020-03-03 16:45:00
3116,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,17:00:00,PM peak (16:00-19:00),Northbound,17,0,9,4,13,2020-03-03 17:00:00
3117,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,17:15:00,PM peak (16:00-19:00),Northbound,17,15,14,2,16,2020-03-03 17:15:00
3118,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,17:30:00,PM peak (16:00-19:00),Northbound,17,30,15,4,19,2020-03-03 17:30:00
3119,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,17:45:00,PM peak (16:00-19:00),Northbound,17,45,16,1,17,2020-03-03 17:45:00
3120,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,18:00:00,PM peak (16:00-19:00),Northbound,18,0,17,1,18,2020-03-03 18:00:00
3121,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,18:15:00,PM peak (16:00-19:00),Northbound,18,15,11,2,13,2020-03-03 18:15:00
3122,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,18:30:00,PM peak (16:00-19:00),Northbound,18,30,15,2,17,2020-03-03 18:30:00
3123,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,18:45:00,PM peak (16:00-19:00),Northbound,18,45,20,1,21,2020-03-03 18:45:00
3124,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,19:00:00,Evening (19:00-22:00),Northbound,19,0,8,1,9,2020-03-03 19:00:00
3125,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,19:15:00,Evening (19:00-22:00),Northbound,19,15,12,0,12,2020-03-03 19:15:00
3126,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,19:30:00,Evening (19:00-22:00),Northbound,19,30,7,1,8,2020-03-03 19:30:00
3127,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,19:45:00,Evening (19:00-22:00),Northbound,19,45,9,1,10,2020-03-03 19:45:00
3128,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,20:00:00,Evening (19:00-22:00),Northbound,20,0,4,0,4,2020-03-03 20:00:00
3129,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,20:15:00,Evening (19:00-22:00),Northbound,20,15,6,0,6,2020-03-03 20:15:00
3130,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,20:30:00,Evening (19:00-22:00),Northbound,20,30,7,0,7,2020-03-03 20:30:00
3131,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,20:45:00,Evening (19:00-22:00),Northbound,20,45,4,0,4,2020-03-03 20:45:00
3132,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,21:00:00,Evening (19:00-22:00),Northbound,21,0,0,1,1,2020-03-03 21:00:00
3133,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,21:15:00,Evening (19:00-22:00),Northbound,21,15,3,1,4,2020-03-03 21:15:00
3134,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,21:30:00,Evening (19:00-22:00),Northbound,21,30,1,0,1,2020-03-03 21:30:00
3135,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,21:45:00,Evening (19:00-22:00),Northbound,21,45,2,1,3,2020-03-03 21:45:00
3200,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,06:00:00,Early Morning (06:00-07:00),Northbound,6,0,13,1,14,2020-09-15 06:00:00
3201,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,06:15:00,Early Morning (06:00-07:00),Northbound,6,15,6,0,6,2020-09-15 06:15:00
3202,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,06:30:00,Early Morning (06:00-07:00),Northbound,6,30,11,0,11,2020-09-15 06:30:00
3203,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,06:45:00,Early Morning (06:00-07:00),Northbound,6,45,58,1,59,2020-09-15 06:45:00
3204,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,07:00:00,AM peak (07:00-10:00),Northbound,7,0,83,5,88,2020-09-15 07:00:00
3205,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,07:15:00,AM peak (07:00-10:00),Northbound,7,15,113,2,115,2020-09-15 07:15:00
3206,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,07:30:00,AM peak (07:00-10:00),Northbound,7,30,203,6,209,2020-09-15 07:30:00
3207,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,07:45:00,AM peak (07:00-10:00),Northbound,7,45,210,14,224,2020-09-15 07:45:00
3208,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,08:00:00,AM peak (07:00-10:00),Northbound,8,0,213,15,228,2020-09-15 08:00:00
3209,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,08:15:00,AM peak (07:00-10:00),Northbound,8,15,318,26,344,2020-09-15 08:15:00
3210,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,08:30:00,AM peak (07:00-10:00),Northbound,8,30,252,19,271,2020-09-15 08:30:00
3211,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,08:45:00,AM peak (07:00-10:00),Northbound,8,45,179,15,194,2020-09-15 08:45:00
3212,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,09:00:00,AM peak (07:00-10:00),Northbound,9,0,93,10,103,2020-09-15 09:00:00
3213,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,09:15:00,AM peak (07:00-10:00),Northbound,9,15,102,8,110,2020-09-15 09:15:00
3214,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,09:30:00,AM peak (07:00-10:00),Northbound,9,30,74,4,78,2020-09-15 09:30:00
3215,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,09:45:00,AM peak (07:00-10:00),Northbound,9,45,53,3,56,2020-09-15 09:45:00
3216,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,10:00:00,Inter-peak (10:00-16:00),Northbound,10,0,33,4,37,2020-09-15 10:00:00
3217,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,10:15:00,Inter-peak (10:00-16:00),Northbound,10,15,28,4,32,2020-09-15 10:15:00
3218,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,10:30:00,Inter-peak (10:00-16:00),Northbound,10,30,21,2,23,2020-09-15 10:30:00
3219,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,10:45:00,Inter-peak (10:00-16:00),Northbound,10,45,20,1,21,2020-09-15 10:45:00
3220,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,11:00:00,Inter-peak (10:00-16:00),Northbound,11,0,22,2,24,2020-09-15 11:00:00
3221,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,11:15:00,Inter-peak (10:00-16:00),Northbound,11,15,19,4,23,2020-09-15 11:15:00
3222,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,11:30:00,Inter-peak (10:00-16:00),Northbound,11,30,17,7,24,2020-09-15 11:30:00
3223,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,11:45:00,Inter-peak (10:00-16:00),Northbound,11,45,20,2,22,2020-09-15 11:45:00
3224,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,12:00:00,Inter-peak (10:00-16:00),Northbound,12,0,22,3,25,2020-09-15 12:00:00
3225,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,12:15:00,Inter-peak (10:00-16:00),Northbound,12,15,25,5,30,2020-09-15 12:15:00
3226,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,12:30:00,Inter-peak (10:00-16:00),Northbound,12,30,18,3,21,2020-09-15 12:30:00
3227,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,12:45:00,Inter-peak (10:00-16:00),Northbound,12,45,21,2,23,2020-09-15 12:45:00
3228,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,13:00:00,Inter-peak (10:00-16:00),Northbound,13,0,16,5,21,2020-09-15 13:00:00
3229,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,13:15:00,Inter-peak (10:00-16:00),Northbound,13,15,17,4,21,2020-09-15 13:15:00
3230,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,13:30:00,Inter-peak (10:00-16:00),Northbound,13,30,15,2,17,2020-09-15 13:30:00
3231,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,13:45:00,Inter-peak (10:00-16:00),Northbound,13,45,18,1,19,2020-09-15 13:45:00
3232,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,14:00:00,Inter-peak (10:00-16:00),Northbound,14,0,21,3,24,2020-09-15 14:00:00
3233,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,14:15:00,Inter-peak (10:00-16:00),Northbound,14,15,23,5,28,2020-09-15 14:15:00
3234,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,14:30:00,Inter-peak (10:00-16:00),Northbound,14,30,23,4,27,2020-09-15 14:30:00
3235,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,14:45:00,Inter-peak (10:00-16:00),Northbound,14,45,17,8,25,2020-09-15 14:45:00
3236,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,15:00:00,Inter-peak (10:00-16:00),Northbound,15,0,15,3,18,2020-09-15 15:00:00
3237,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,15:15:00,Inter-peak (10:00-16:00),Northbound,15,15,29,9,38,2020-09-15 15:15:00
3238,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,15:30:00,Inter-peak (10:00-16:00),Northbound,15,30,19,5,24,2020-09-15 15:30:00
3239,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,15:45:00,Inter-peak (10:00-16:00),Northbound,15,45,20,4,24,2020-09-15 15:45:00
3240,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,16:00:00,PM peak (16:00-19:00),Northbound,16,0,19,1,20,2020-09-15 16:00:00
3241,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,16:15:00,PM peak (16:00-19:00),Northbound,16,15,12,0,12,2020-09-15 16:15:00
3242,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,16:30:00,PM peak (16:00-19:00),Northbound,16,30,18,1,19,2020-09-15 16:30:00
3243,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,16:45:00,PM peak (16:00-19:00),Northbound,16,45,18,0,18,2020-09-15 16:45:00
3244,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,17:00:00,PM peak (16:00-19:00),Northbound,17,0,32,0,32,2020-09-15 17:00:00
3245,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,17:15:00,PM peak (16:00-19:00),Northbound,17,15,26,2,28,2020-09-15 17:15:00
3246,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,17:30:00,PM peak (16:00-19:00),Northbound,17,30,34,0,34,2020-09-15 17:30:00
3247,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,17:45:00,PM peak (16:00-19:00),Northbound,17,45,43,0,43,2020-09-15 17:45:00
3248,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,18:00:00,PM peak (16:00-19:00),Northbound,18,0,55,1,56,2020-09-15 18:00:00
3249,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,18:15:00,PM peak (16:00-19:00),Northbound,18,15,60,3,63,2020-09-15 18:15:00
3250,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,18:30:00,PM peak (16:00-19:00),Northbound,18,30,49,5,54,2020-09-15 18:30:00
3251,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,18:45:00,PM peak (16:00-19:00),Northbound,18,45,38,10,48,2020-09-15 18:45:00
3252,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,19:00:00,Evening (19:00-22:00),Northbound,19,0,32,4,36,2020-09-15 19:00:00
3253,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,19:15:00,Evening (19:00-22:00),Northbound,19,15,31,6,37,2020-09-15 19:15:00
3254,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,19:30:00,Evening (19:00-22:00),Northbound,19,30,17,4,21,2020-09-15 19:30:00
3255,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,19:45:00,Evening (19:00-22:00),Northbound,19,45,20,0,20,2020-09-15 19:45:00
3256,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,20:00:00,Evening (19:00-22:00),Northbound,20,0,11,0,11,2020-09-15 20:00:00
3257,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,20:15:00,Evening (19:00-22:00),Northbound,20,15,12,2,14,2020-09-15 20:15:00
3258,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,20:30:00,Evening (19:00-22:00),Northbound,20,30,11,0,11,2020-09-15 20:30:00
3259,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,20:45:00,Evening (19:00-22:00),Northbound,20,45,5,1,6,2020-09-15 20:45:00
3260,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,21:00:00,Evening (19:00-22:00),Northbound,21,0,5,1,6,2020-09-15 21:00:00
3261,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,21:15:00,Evening (19:00-22:00),Northbound,21,15,5,0,5,2020-09-15 21:15:00
3262,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,21:30:00,Evening (19:00-22:00),Northbound,21,30,2,0,2,2020-09-15 21:30:00
3263,2020 Q3 (July-September),2020-21 Q2,CENCY001,Millbank (south of Thorney Street),2020-09-15,Dry,21:45:00,Evening (19:00-22:00),Northbound,21,45,3,0,3,2020-09-15 21:45:00
3328,2021 Q2 (April-June),2021-22 Q1,CENCY001,Millbank (south of Thorney Street),2021-08-02,Dry,06:00:00,Early Morning (06:00-07:00),Northbound,6,0,13,0,13,2021-08-02 06:00:00
3329,2021 Q2 (April-June),2021-22 Q1,CENCY001,Millbank (south of Thorney Street),2021-08-02,Dry,06:15:00,Early Morning (06:00-07:00),Northbound,6,15,24,0,24,2021-08-02 06:15:00
3330,2021 Q2 (April-June),2021-22 Q1,CENCY001,Millbank (south of Thorney Street),2021-08-02,Dry,06:30:00,Early Morning (06:00-07:00),Northbound,6,30,33,2,35,2021-08-02 06:30:00
3331,2021 Q2 (April-June),2021-22 Q1,CENCY001,Millbank (south of Thorney Street),2021-08-02,Dry,06:45:00,Early Morning (06:00-07:00),Northbound,6,45,58,1,59,2021-08-02 06:45:00
3332,2021 Q2 (April-June),2021-22 Q1,CENCY001,Millbank (south of Thorney Street),2021-08-02,Dry,07:00:00,AM peak (07:00-10:00),Northbound,7,0,69,3,72,2021-08-02 07:00:00
3333,2021 Q2 (April-June),2021-22 Q1,CENCY001,Millbank (south of Thorney Street),2021-08-02,Dry,07:15:00,AM peak (07:00-10:00),Northbound,7,15,132,5,137,2021-08-02 07:15:00
3334,2021 Q2 (April-June),2021-22 Q1,CENCY001,Millbank (south of Thorney Street),2021-08-02,Dry,07:30:00,AM peak (07:00-10:00),Northbound,7,30,162,12,174,2021-08-02 07:30:00
3335,2021 Q2 (April-June),2021-22 Q1,CENCY001,Millbank (south of Thorney Street),2021-08-02,Dry,07:45:00,AM peak (07:00-10:00),Northbound,7,45,195,3,198,2021-08-02 07:45:00
3336,2021 Q2 (April-June),2021-22 Q1,CENCY001,Millbank (south of Thorney Street),2021-08-02,Dry,08:00:00,AM peak (07:00-10:00),Northbound,8,0,235,8,243,2021-08-02 08:00:00
3337,2021 Q2 (April-June),2021-22 Q1,CENCY001,Millbank (south of Thorney Street),2021-08-02,Dry,08:15:00,AM peak (07:00-10:00),Northbound,8,15,256,13,269,2021-08-02 08:15:00
3338,2021 Q2 (April-June),2021-22 Q1,CENCY001,Millbank (south of Thorney Street),2021-08-02,Dry,08:30:00,AM peak (07:00-10:00),Northbound,8,30,136,4,140,2021-08-02 08:30:00
3339,2021 Q2 (April-June),2021-22 Q1,CENCY001,Millbank (south of Thorney Street),2021-08-02,Dry,08:45:00,AM peak (07:00-10:00),Northbound,8,45,115,3,118,2021-08-02 08:45:00
3340,2021 Q2 (April-June),2021-22 Q1,CENCY001,Millbank (south of Thorney Street),2021-08-02,Dry,09:00:00,AM peak (07:00-10:00),Northbound,9,0,95,2,97,2021-08-02 09:00:00
3341,2021 Q2 (April-June),2021-22 Q1,CENCY001,Millbank (south of Thorney Street),2021-08-02,Dry,09:15:00,AM peak (07:00-10:00),Northbound,9,15,63,3,66,2021-08-02 09:15:00
3342,2021 Q2 (April-June),2021-22 Q1,CENCY001,Millbank (south of Thorney Street),2021-08-02,Dry,09:30:00,AM peak (07:00-10:00),Northbound,9,30,58,1,59,2021-08-02 09:30:00
3343,2021 Q2 (April-June),2021-22 Q1,CENCY001,Millbank (south of Thorney Street),2021-08-02,Dry,09:45:00,AM peak (07:00-10:00),Northbound,9,45,33,0,33,2021-08-02 09:45:00
3344,2021 Q2 (April-June),2021-22 Q1,CENCY001,Millbank (south of Thorney Street),2021-08-02,Dry,10:00:00,Inter-peak (10:00-16:00),Northbound,10,0,21,2,23,2021-08-02 10:00:00
3345,2021 Q2 (April-June),2021-22 Q1,CENCY001,Millbank (south of Thorney Street),2021-08-02,Dry,10:15:00,Inter-peak (10:00-16:00),Northbound,10,15,16,1,17,2021-08-02 10:15:00
3346,2021 Q2 (April-June),2021-22 Q1,CENCY001,Millbank (south of Thorney Street),2021-08-02,Dry,10:30:00,Inter-peak (10:00-16:00),Northbound,10,30,26,1,27,2021-08-02 10:30:00
3347,2021 Q2 (April-June),2021-22 Q1,CENCY001,Millbank (south of Thorney Street),2021-08-02,Dry,10:45:00,Inter-peak (10:00-16:00),Northbound,10,45,18,0,18,2021-08-02 10:45:00
3348,2021 Q2 (April-June),2021-22 Q1,CENCY001,Millbank (south of Thorney Street),2021-08-02,Dry,11:00:00,Inter-peak (10:00-16:00),Northbound,11,0,23,2,25,2021-08-02 11:00:00
3349,2021 Q2 (April-June),2021-22 Q1,CENCY001,Millbank (south of Thorney Street),2021-08-02,Dry,11:15:00,Inter-peak (10:00-16:00),Northbound,11,15,12,4,16,2021-08-02 11:15:00
3350,2021 Q2 (April-June),2021-22 Q1,CENCY001,Millbank (south of Thorney Street),2021-08-02,Dry,11:30:00,Inter-peak (10:00-16:00),Northbound,11,30,16,1,17,2021-08-02 11:30:00
3351,2021 Q2 (April-June),2021-22 Q1,CENCY001,Millbank (south of Thorney Street),2021-08-02,Dry,11:45:00,Inter-peak (10:00-16:00),Northbound,11,45,22,0,22,2021-08-02 11:45:00
